target_id	length	eff_length	est_counts	tpm
lcl|NW_026851514.1_cds_XP_060579799.1_1	1380	1004.98	0	0
lcl|NW_026851514.1_cds_XP_060597846.1_2	390	82.5511	0	0
lcl|NW_026851515.1_cds_XP_060584853.1_3	633	271.571	0	0
lcl|NW_026851515.1_cds_XP_060561973.1_4	810	438.11	0	0
lcl|NW_026851515.1_cds_XP_060572685.1_5	582	227.225	3	1.17283
lcl|NW_026851515.1_cds_XP_060581950.1_6	1119	743.977	0	0
lcl|NW_026851515.1_cds_XP_060582695.1_7	1119	743.977	0	0
lcl|NW_026851515.1_cds_XP_060583779.1_8	1047	671.977	0	0
lcl|NW_026851515.1_cds_XP_060579431.1_9	1644	1268.98	2	0.140006
lcl|NW_026851516.1_cds_XP_060593541.1_10	2469	2093.98	3.44832	0.146287
lcl|NW_026851516.1_cds_XP_060585952.1_11	978	603.097	0	0
lcl|NW_026851516.1_cds_XP_060597127.1_12	1209	833.977	14.3	1.52318
lcl|NW_026851516.1_cds_XP_060601044.1_13	1584	1208.98	0	0
lcl|NW_026851516.1_cds_XP_060594951.1_14	1416	1040.98	0	0
lcl|NW_026851516.1_cds_XP_060596066.1_15	1686	1310.98	0	0
lcl|NW_026851516.1_cds_XP_060587036.1_16	1692	1316.98	0	0
lcl|NW_026851516.1_cds_XP_060588069.1_17	1692	1316.98	0	0
lcl|NW_026851516.1_cds_XP_060598190.1_18	6723	6347.98	149.5	2.09206
lcl|NW_026851516.1_cds_XP_060598907.1_19	6723	6347.98	149.5	2.09206
lcl|NW_026851516.1_cds_XP_060590228.1_20	1902	1526.98	0	0
lcl|NW_026851516.1_cds_XP_060599980.1_21	3570	3194.98	123.136	3.42362
lcl|NW_026851516.1_cds_XP_060591314.1_22	507	165.744	0	0
lcl|NW_026851516.1_cds_XP_060589152.1_23	1692	1316.98	0	0
lcl|NW_026851516.1_cds_XP_060592423.1_24	582	227.225	0	0
lcl|NW_026851517.1_cds_XP_060602861.1_25	2499	2123.98	0	0
lcl|NW_026851517.1_cds_XP_060604314.1_26	2400	2024.98	0	0
lcl|NW_026851517.1_cds_XP_060603604.1_27	2499	2123.98	40.5169	1.69455
lcl|NW_026851517.1_cds_XP_060602152.1_28	2520	2144.98	19.4831	0.806873
lcl|NW_026851517.1_cds_XP_060605445.1_29	1842	1466.98	2.4	0.145331
lcl|NW_026851517.1_cds_XP_060606192.1_30	1842	1466.98	2.4	0.145331
lcl|NW_026851517.1_cds_XP_060606880.1_31	1842	1466.98	2.4	0.145331
lcl|NW_026851517.1_cds_XP_060607600.1_32	1842	1466.98	2.4	0.145331
lcl|NW_026851517.1_cds_XP_060608329.1_33	1842	1466.98	2.4	0.145331
lcl|NW_026851517.1_cds_XP_060551781.1_34	6159	5783.98	13	0.199658
lcl|NW_026851517.1_cds_XP_060554724.1_35	9984	9608.98	96	0.88749
lcl|NW_026851518.1_cds_XP_060563049.1_36	738	368.929	123.433	29.7205
lcl|NW_026851518.1_cds_XP_060564135.1_37	510	167.992	51	26.9681
lcl|NW_026851518.1_cds_XP_060565548.1_38	2718	2342.98	32	1.21325
lcl|NW_026851518.1_cds_XP_060566633.1_39	1746	1370.98	318	20.6047
lcl|NW_026851518.1_cds_XP_060567726.1_40	978	603.097	7	1.03105
lcl|NW_026851518.1_cds_XP_060555841.1_41	975	600.113	7	1.03618
lcl|NW_026851518.1_cds_XP_060559778.1_42	534	187.186	1	0.474564
lcl|NW_026851518.1_cds_XP_060570199.1_43	513	170.347	0	0
lcl|NW_026851518.1_cds_XP_060569522.1_44	513	170.347	0	0
lcl|NW_026851518.1_cds_XP_060568780.1_45	513	170.347	0	0
lcl|NW_026851518.1_cds_XP_060571252.1_46	1782	1406.98	1	0.0631368
lcl|NW_026851518.1_cds_XP_060560892.1_47	630	268.895	0	0
lcl|NW_026851518.1_cds_XP_060556910.1_48	543	194.466	0	0
lcl|NW_026851518.1_cds_XP_060557644.1_49	543	194.466	0	0
lcl|NW_026851518.1_cds_XP_060561974.1_50	744	374.614	0	0
lcl|NW_026851518.1_cds_XP_060558691.1_51	480	145.197	0	0
lcl|NW_026851519.1_cds_XP_060574867.1_52	498	158.77	4	2.238
lcl|NW_026851519.1_cds_XP_060573074.1_53	1911	1535.98	0	0
lcl|NW_026851520.1_cds_XP_060575963.1_54	2280	1904.98	0	0
lcl|NW_026851520.1_cds_XP_060576656.1_55	2112	1736.98	0	0
lcl|NW_026851520.1_cds_XP_060577728.1_56	1060	684.977	0	0
lcl|NW_026851521.1_cds_XP_060578795.1_57	393	84.3712	0	0
lcl|NW_026851521.1_cds_XP_060579061.1_58	471	138.398	0	0
lcl|NW_026851521.1_cds_XP_060579180.1_59	555	204.511	0	0
lcl|NW_026851523.1_cds_XP_060579508.1_60	1299	923.977	0	0
lcl|NW_026851525.1_cds_XP_060579682.1_61	1221	845.977	1	0.105005
lcl|NW_026851527.1_cds_XP_060579800.1_62	1047	671.977	0	0
