target_id	length	eff_length	est_counts	tpm
lcl|NW_026851514.1_cds_XP_060579799.1_1	1380	1031.27	0	0
lcl|NW_026851514.1_cds_XP_060597846.1_2	390	94.6538	4.5	7.62058
lcl|NW_026851515.1_cds_XP_060584853.1_3	633	292.288	0	0
lcl|NW_026851515.1_cds_XP_060561973.1_4	810	462.9	0	0
lcl|NW_026851515.1_cds_XP_060572685.1_5	582	245.564	0	0
lcl|NW_026851515.1_cds_XP_060581950.1_6	1119	770.271	1	0.208099
lcl|NW_026851515.1_cds_XP_060582695.1_7	1119	770.271	1	0.208099
lcl|NW_026851515.1_cds_XP_060583779.1_8	1047	698.271	0	0
lcl|NW_026851515.1_cds_XP_060579431.1_9	1644	1295.27	0	0
lcl|NW_026851516.1_cds_XP_060593541.1_10	2469	2120.27	0	0
lcl|NW_026851516.1_cds_XP_060585952.1_11	978	629.327	0	0
lcl|NW_026851516.1_cds_XP_060597127.1_12	1209	860.271	0	0
lcl|NW_026851516.1_cds_XP_060601044.1_13	1584	1235.27	0	0
lcl|NW_026851516.1_cds_XP_060594951.1_14	1416	1067.27	0	0
lcl|NW_026851516.1_cds_XP_060596066.1_15	1686	1337.27	0	0
lcl|NW_026851516.1_cds_XP_060587036.1_16	1692	1343.27	0	0
lcl|NW_026851516.1_cds_XP_060588069.1_17	1692	1343.27	0	0
lcl|NW_026851516.1_cds_XP_060598190.1_18	6723	6374.27	29	0.729258
lcl|NW_026851516.1_cds_XP_060598907.1_19	6723	6374.27	29	0.729258
lcl|NW_026851516.1_cds_XP_060590228.1_20	1902	1553.27	20	2.06394
lcl|NW_026851516.1_cds_XP_060599980.1_21	3570	3221.27	10	0.497607
lcl|NW_026851516.1_cds_XP_060591314.1_22	507	180.215	0	0
lcl|NW_026851516.1_cds_XP_060589152.1_23	1692	1343.27	0	0
lcl|NW_026851516.1_cds_XP_060592423.1_24	582	245.564	0	0
lcl|NW_026851517.1_cds_XP_060602861.1_25	2499	2150.27	0	0
lcl|NW_026851517.1_cds_XP_060604314.1_26	2400	2051.27	0	0
lcl|NW_026851517.1_cds_XP_060603604.1_27	2499	2150.27	29	2.16182
lcl|NW_026851517.1_cds_XP_060602152.1_28	2520	2171.27	0	0
lcl|NW_026851517.1_cds_XP_060605445.1_29	1842	1493.27	0	0
lcl|NW_026851517.1_cds_XP_060606192.1_30	1842	1493.27	0	0
lcl|NW_026851517.1_cds_XP_060606880.1_31	1842	1493.27	0	0
lcl|NW_026851517.1_cds_XP_060607600.1_32	1842	1493.27	0	0
