target_id	length	eff_length	est_counts	tpm
TRINITY_DN8823_c0_g1_i1.p1	1641	1516.95	6009	700.957
TRINITY_DN61129_c4_g1_i1.p1	405	281.613	328	206.102
TRINITY_DN32057_c0_g1_i1.p1	378	254.951	694	481.687
TRINITY_DN49594_c0_g1_i1.p1	762	637.971	2885	800.214
TRINITY_DN61330_c0_g1_i1.p1	807	682.963	592	153.386
TRINITY_DN36616_c0_g1_i1.p1	891	766.954	755	174.196
TRINITY_DN62109_c0_g1_i2.p2	381	257.895	535	367.09
TRINITY_DN55572_c0_g1_i1.p1	756	631.971	482	134.962
TRINITY_DN25881_c0_g1_i1.p1	1257	1132.95	1817	283.794
TRINITY_DN85233_c0_g1_i1.p1	867	742.963	867	206.497
TRINITY_DN56271_c0_g2_i2.p1	750	625.971	1533.28	433.44
TRINITY_DN56271_c0_g2_i1.p1	711	586.985	2914.72	878.681
TRINITY_DN58924_c0_g1_i1.p1	1113	988.954	368	65.8466
TRINITY_DN18532_c0_g1_i1.p1	765	640.971	2100	579.752
TRINITY_DN84444_c0_g1_i1.p1	2298	2173.95	5782	470.64
TRINITY_DN79925_c0_g1_i1.p1	765	640.971	1157	319.416
TRINITY_DN41808_c0_g1_i1.p1	372	249.006	261	185.478
TRINITY_DN57070_c1_g1_i1.p1	1977	1852.95	1489	142.197
TRINITY_DN56506_c0_g1_i1.p1	975	850.954	565	117.491
TRINITY_DN48168_c0_g1_i1.p1	3678	3553.95	2561	127.514
TRINITY_DN69431_c0_g1_i1.p1	543	419.07	1668	704.321
TRINITY_DN36262_c0_g1_i1.p1	369	246.063	116	83.4207
TRINITY_DN79248_c0_g1_i1.p1	633	508.998	104	36.1559
TRINITY_DN49019_c0_g1_i1.p1	594	470.033	598	225.13
TRINITY_DN13745_c0_g1_i1.p1	402	278.651	1506	956.37
TRINITY_DN70233_c0_g1_i1.p1	1176	1051.95	1568	263.761
TRINITY_DN63446_c0_g1_i1.p1	1239	1114.95	2862	454.228
TRINITY_DN30331_c0_g1_i1.p1	330	207.822	17819	15172.4
TRINITY_DN33229_c0_g1_i1.p1	522	398.08	4853	2157.25
TRINITY_DN61895_c0_g2_i1.p1	402	278.651	1208	767.129
TRINITY_DN48686_c0_g1_i1.p1	1077	952.954	369	68.5197
TRINITY_DN55262_c0_g1_i1.p1	501	377.112	11152	5232.91
TRINITY_DN55152_c1_g2_i1.p1	873	748.954	10919	2579.82
TRINITY_DN69656_c0_g1_i1.p1	537	413.075	523	224.044
TRINITY_DN59489_c0_g1_i1.p1	1053	928.954	580	110.483
