target_id	length	eff_length	est_counts	tpm
lcl|NW_026851514.1_cds_XP_060579799.1_1	1380	1007.18	0	0
lcl|NW_026851514.1_cds_XP_060597846.1_2	390	85.8988	1.5	2.37171
lcl|NW_026851515.1_cds_XP_060584853.1_3	633	271.751	0	0
lcl|NW_026851515.1_cds_XP_060561973.1_4	810	439.293	0	0
lcl|NW_026851515.1_cds_XP_060572685.1_5	582	227.067	0	0
lcl|NW_026851515.1_cds_XP_060581950.1_6	1119	746.178	2.5	0.455046
lcl|NW_026851515.1_cds_XP_060582695.1_7	1119	746.178	2.5	0.455046
lcl|NW_026851515.1_cds_XP_060583779.1_8	1047	674.178	0	0
lcl|NW_026851515.1_cds_XP_060579431.1_9	1644	1271.18	0	0
lcl|NW_026851516.1_cds_XP_060593541.1_10	2469	2096.18	0	0
lcl|NW_026851516.1_cds_XP_060585952.1_11	978	605.287	0	0
lcl|NW_026851516.1_cds_XP_060597127.1_12	1209	836.178	4.5	0.730923
lcl|NW_026851516.1_cds_XP_060601044.1_13	1584	1211.18	0	0
lcl|NW_026851516.1_cds_XP_060594951.1_14	1416	1043.18	0	0
lcl|NW_026851516.1_cds_XP_060596066.1_15	1686	1313.18	0	0
lcl|NW_026851516.1_cds_XP_060587036.1_16	1692	1319.18	0	0
lcl|NW_026851516.1_cds_XP_060588069.1_17	1692	1319.18	0	0
lcl|NW_026851516.1_cds_XP_060598190.1_18	6723	6350.18	33	0.705807
lcl|NW_026851516.1_cds_XP_060598907.1_19	6723	6350.18	33	0.705807
lcl|NW_026851516.1_cds_XP_060590228.1_20	1902	1529.18	0	0
lcl|NW_026851516.1_cds_XP_060599980.1_21	3570	3197.18	5	0.212403
lcl|NW_026851516.1_cds_XP_060591314.1_22	507	165.892	0	0
lcl|NW_026851516.1_cds_XP_060589152.1_23	1692	1319.18	0	0
lcl|NW_026851516.1_cds_XP_060592423.1_24	582	227.067	0	0
lcl|NW_026851517.1_cds_XP_060602861.1_25	2499	2126.18	0	0
lcl|NW_026851517.1_cds_XP_060604314.1_26	2400	2027.18	0	0
lcl|NW_026851517.1_cds_XP_060603604.1_27	2499	2126.18	25.8625	1.65207
lcl|NW_026851517.1_cds_XP_060602152.1_28	2520	2147.18	6.13753	0.388225
lcl|NW_026851517.1_cds_XP_060605445.1_29	1842	1469.18	0	0
lcl|NW_026851517.1_cds_XP_060606192.1_30	1842	1469.18	0	0
lcl|NW_026851517.1_cds_XP_060606880.1_31	1842	1469.18	0	0
lcl|NW_026851517.1_cds_XP_060607600.1_32	1842	1469.18	0	0
lcl|NW_026851517.1_cds_XP_060608329.1_33	1842	1469.18	0	0
lcl|NW_026851517.1_cds_XP_060551781.1_34	6159	5786.18	1	0.0234729
lcl|NW_026851517.1_cds_XP_060554724.1_35	9984	9611.18	99.635	1.40797
lcl|NW_026851518.1_cds_XP_060563049.1_36	738	369.577	5.76617	2.11905
lcl|NW_026851518.1_cds_XP_060564135.1_37	510	168.359	0	0
lcl|NW_026851518.1_cds_XP_060565548.1_38	2718	2345.18	25	1.44784
lcl|NW_026851518.1_cds_XP_060566633.1_39	1746	1373.18	1	0.0989079
lcl|NW_026851518.1_cds_XP_060567726.1_40	978	605.287	25	5.60966
lcl|NW_026851518.1_cds_XP_060555841.1_41	975	602.302	0	0
lcl|NW_026851518.1_cds_XP_060559778.1_42	534	187.983	0	0
