asla_forward;mit;1;16763;16763.0;16763;[0.29583, 0.28617, 0.26338, 0.15463];-0.26017;0.01661
asla_reverse;mit;1;16763;16763.0;16763;[0.29583, 0.28617, 0.26338, 0.15463];-0.26017;0.01661
baat_forward;mit;1;14141;14141.0;14141;[0.45852, 0.32169, 0.12863, 0.09108];-0.1709;0.17538
baat_reverse;mit;1;14141;14141.0;14141;[0.45852, 0.32169, 0.12863, 0.09108];-0.1709;0.17538
baro_forward;mit;1;14152;14152.0;14152;[0.45916, 0.31727, 0.12959, 0.09391];-0.15966;0.18274
baro_reverse;mit;1;14152;14152.0;14152;[0.45916, 0.31727, 0.12959, 0.09391];-0.15966;0.18274
chca_forward;mit;1;17366;17366.0;17366;[0.35725, 0.2559, 0.26546, 0.12139];-0.37243;0.16529
chca_reverse;mit;1;17366;17366.0;17366;[0.35725, 0.2559, 0.26546, 0.12139];-0.37243;0.16529
crho_forward;mit;1;15954;15954.0;15954;[0.37107, 0.23129, 0.2704, 0.12724];-0.36003;0.23205
crho_reverse;mit;1;15954;15954.0;15954;[0.37107, 0.23129, 0.2704, 0.12724];-0.36003;0.23205
dare_forward;mit;1;16596;16596.0;16596;[0.31941, 0.28127, 0.23915, 0.16016];-0.19783;0.0635
dare_reverse;mit;1;16596;16596.0;16596;[0.31941, 0.28127, 0.23915, 0.16016];-0.19783;0.0635
dotr_forward;mit;1;17365;17365.0;17365;[0.25344, 0.33591, 0.16182, 0.24699];0.20834;-0.13993
dotr_reverse;mit;1;17365;17365.0;17365;[0.25344, 0.33591, 0.16182, 0.24699];0.20834;-0.13993
drme_forward;mit;1;19524;19524.0;19524;[0.41749, 0.40473, 0.10198, 0.0758];-0.14722;0.01551
drme_reverse;mit;1;19524;19524.0;19524;[0.41749, 0.40473, 0.10198, 0.0758];-0.14722;0.01551
mumu_forward;mit;1;16299;16299.0;16299;[0.34536, 0.2872, 0.24394, 0.1235];-0.32777;0.09195
mumu_reverse;mit;1;16299;16299.0;16299;[0.34536, 0.2872, 0.24394, 0.1235];-0.32777;0.09195
myed_forward;mit;1;16740;16740.0;16740;[0.27509, 0.34331, 0.14355, 0.23734];0.24624;-0.11032
myed_reverse;mit;1;16740;16740.0;16740;[0.27509, 0.34331, 0.14355, 0.23734];0.24624;-0.11032
myga_forward;mit;1;16780;16780.0;16780;[0.27503, 0.34249, 0.14476, 0.23772];0.24307;-0.10925
myga_reverse;mit;1;16780;16780.0;16780;[0.27503, 0.34249, 0.14476, 0.23772];0.24307;-0.10925
myga_forward;mit;1;16639;16639.0;16639;[0.28638, 0.34521, 0.14646, 0.22195];0.20489;-0.09316
myga_reverse;mit;1;16639;16639.0;16639;[0.28638, 0.34521, 0.14646, 0.22195];0.20489;-0.09316
noge_forward;mit;1;15180;15180.0;15180;[0.14407, 0.41318, 0.14638, 0.29638];0.33879;-0.48292
noge_reverse;mit;1;15180;15180.0;15180;[0.14407, 0.41318, 0.14638, 0.29638];0.33879;-0.48292
ruph_forward;mit;1;22392;22392.0;22392;[0.30087, 0.39554, 0.09771, 0.20588];0.35628;-0.13595
ruph_reverse;mit;1;22392;22392.0;22392;[0.30087, 0.39554, 0.09771, 0.20588];0.35628;-0.13595
ruph_forward;mit;1;21679;21679.0;21679;[0.2889, 0.39135, 0.1102, 0.20956];0.31073;-0.15061
ruph_reverse;mit;1;21679;21679.0;21679;[0.2889, 0.39135, 0.1102, 0.20956];0.31073;-0.15061
